date,TKA_turbine_flow_m3s,TKB_turbine_flow_m3s,OHA_turbine_flow_m3s,OHB_turbine_flow_m3s,OHC_turbine_flow_m3s,BEN_turbine_flow_m3s,AVI_turbine_flow_m3s,WTK_turbine_flow_m3s,TKA_accounting_release_m3s,TKA_release_minus_turbine_m3s,OHA_accounting_lake_release_m3s,PKI_canal_to_OHA_estimate_m3s,PKI_implied_outflow_from_balance_m3s,PKI_balance_residual_m3s,AVI_incremental_tributary_m3s,WTK_incremental_tributary_m3s,BEN_to_AVI_balance_residual_m3s,AVI_to_WTK_balance_residual_m3s
2024-05-16,69.832555,72.683554,348.634766,355.6773,356.8145,297.102829,296.193003,336.711493,46.19213,-23.640425,-10.0,358.634766,318.190036,-40.444731,1.624,3.854,-2.533826,36.66449
2024-05-17,76.029068,79.871916,335.981266,337.1478,336.9581,296.023022,336.97595,261.33846,44.43287,-31.596198,-14.31713,350.298395,328.033101,-22.265294,1.509,3.582,39.443928,-79.21949
2024-05-18,80.539783,84.596415,263.097972,268.1876,267.1058,171.527126,143.838225,191.368022,57.071759,-23.468024,-10.37037,273.468342,291.269044,17.800702,1.57,3.726,-29.258901,43.803797
2024-05-19,61.431011,65.200535,315.16785,313.9501,312.8789,314.606609,268.629197,182.887807,28.171296,-33.259714,-13.715278,328.883128,240.446443,-88.436685,1.718,4.078,-47.695412,-89.819389
2024-05-20,75.056271,80.903231,376.381575,376.2925,375.4068,449.837643,451.048231,419.751474,39.039352,-36.016919,-0.925926,377.307501,316.558027,-60.749474,1.687,4.004,-0.476412,-35.300757
2024-05-21,65.10977,67.923184,278.722082,274.1297,272.7738,315.533134,371.939116,392.323646,39.641204,-25.468566,-20.856481,299.578564,292.185388,-7.393176,1.672,3.968,54.733982,16.416531
2024-05-22,79.606637,83.963867,284.310988,289.6323,289.0591,312.2399,359.023125,341.648117,45.393519,-34.213118,-9.340278,293.651266,244.996053,-48.655213,1.712,4.063,45.071225,-21.438008
2024-05-23,75.594162,81.063679,337.577251,333.9782,332.3782,391.6312,463.367194,434.022679,46.608796,-28.985366,-9.74537,347.322622,303.116475,-44.206147,1.712,4.065,70.023993,-33.409515
2024-05-24,79.388645,86.875505,387.063716,393.9563,393.7453,410.615778,413.703806,443.012276,53.506944,-25.881701,-6.828704,393.892419,322.077579,-71.81484,1.704,4.045,1.384028,25.26347
2024-05-25,62.618749,65.697576,295.34128,288.1623,286.7601,250.337297,256.195344,247.454366,47.835648,-14.783101,-5.034722,300.376002,320.692558,20.316556,1.648,3.912,4.210047,-12.652977
2024-05-26,69.942717,73.106712,242.210963,240.1802,239.2745,219.062537,240.244628,225.259339,43.032407,-26.910309,-7.395833,249.606797,226.615804,-22.990992,1.604,3.806,19.578091,-18.791289
2024-05-27,69.707502,74.833917,387.762183,384.9015,383.6858,370.203323,384.507747,351.379313,40.810185,-28.897316,-12.395833,400.158016,302.697065,-97.460952,1.54,3.656,12.764424,-36.784434
2024-05-28,68.194122,74.222483,401.304461,394.6999,394.1002,475.463468,481.530528,463.669393,49.131944,-19.062178,-8.425926,409.730386,364.092835,-45.637551,1.532,3.636,4.53506,-21.497135
2024-05-29,61.666585,65.912869,389.056804,384.676,384.9939,446.625485,498.202031,473.310169,40.972222,-20.694363,-9.930556,398.987359,374.046721,-24.940639,1.53,3.631,50.046547,-28.522863
2024-05-30,69.371454,74.019905,336.110387,325.2718,325.4078,413.959256,510.708044,506.458603,42.349537,-27.021917,-8.252315,344.362701,354.127127,9.764426,1.49,3.538,95.258787,-7.787441
2024-05-31,63.278823,66.155146,245.98352,244.5916,244.2648,322.253162,338.594094,354.748228,40.578704,-22.700119,-6.875,252.85852,249.046183,-3.812338,1.471,3.49,14.869932,12.664134
2024-06-01,56.92837,59.267992,195.484237,193.3524,193.926,219.608657,223.905972,217.212216,33.981481,-22.946889,-15.358796,210.843033,199.430881,-11.412152,1.58,3.751,2.717314,-10.444756
2024-06-02,59.21683,61.884195,289.925201,293.0006,293.0665,271.23852,256.981841,243.828319,30.68287,-28.533959,-23.240741,313.165942,184.124806,-129.041136,1.841,4.368,-16.097679,-17.521522
2024-06-03,68.741522,72.710571,303.628568,304.2051,304.7384,284.770199,308.916972,303.636268,41.50463,-27.236893,-2.083333,305.711901,266.585627,-39.126274,1.789,4.246,22.357772,-9.526704
2024-06-04,70.297244,76.472189,372.773603,361.771,361.9216,356.520858,389.008234,389.601285,41.643519,-28.653726,-3.773148,376.546751,301.056689,-75.490062,1.684,3.996,30.803377,-3.402949
2024-06-05,73.40815,81.512329,387.675603,374.849,375.3379,392.631359,461.230094,454.905332,49.918981,-23.489168,-20.162037,407.83764,366.548533,-41.289107,1.653,3.924,66.945734,-10.248762
2024-06-06,70.632395,77.41668,312.598089,307.904,307.8577,422.62095,445.024738,434.600647,50.405093,-20.227302,-23.101852,335.699941,335.654217,-0.045724,1.634,3.878,20.769787,-14.30209
2024-06-07,56.539933,60.910741,323.090503,319.6073,320.5775,407.848078,427.503044,423.5766,44.409722,-12.130211,-21.493056,344.583558,280.657278,-63.926281,1.581,3.752,18.073965,-7.678444
2024-06-08,36.128955,37.732681,266.902331,273.1956,273.8347,317.063769,433.63995,427.061366,21.5625,-14.566455,-8.634259,275.53659,259.123014,-16.413576,1.586,3.765,114.990181,-10.343584
2024-06-09,44.056301,46.46915,216.264519,207.1153,208.007,258.363591,258.061141,268.487034,11.967593,-32.088708,3.425926,212.838593,241.746095,28.907502,1.515,3.596,-1.81745,6.829894
2024-06-10,46.183824,48.176506,274.990567,268.4145,269.8222,252.808012,234.066738,226.090072,22.789352,-23.394472,0.68287,274.307697,189.363691,-84.944006,1.527,3.624,-20.268274,-11.600665
2024-06-11,65.760155,71.267807,313.282321,310.293,311.6374,332.147385,328.682594,318.849433,22.256944,-43.503211,6.215278,307.067043,261.108955,-45.958088,1.63,3.869,-5.094791,-13.702161
2024-06-12,83.559724,91.799793,353.226586,346.8501,347.8828,419.828128,422.750738,407.911078,47.55787,-36.001854,-13.506944,366.733531,311.538682,-55.194849,1.577,3.743,1.34561,-18.582659
2024-06-13,80.523994,88.888415,331.425243,323.6227,325.5854,341.180718,370.003175,362.193236,52.5,-28.023994,-12.719907,344.14515,323.484859,-20.660291,1.498,3.556,27.324457,-11.365939
2024-06-14,75.714192,82.201894,284.861853,279.8067,280.2545,301.787633,332.474522,348.321729,47.141204,-28.572988,-13.657407,298.51926,286.208468,-12.310792,1.552,3.683,29.134889,12.164208
2024-06-15,42.323315,45.334535,188.785692,189.5463,190.0677,174.880235,250.860119,262.472049,6.712963,-35.610352,-13.425926,202.211618,207.958461,5.746843,1.631,3.872,74.348884,7.739931
2024-06-16,70.589873,76.012511,157.116476,154.9651,155.3032,210.379899,221.64565,217.010055,26.446759,-44.143113,-5.925926,163.042402,128.661863,-34.380539,1.635,3.88,9.630751,-8.515595
2024-06-17,42.225892,92.182571,337.970192,342.2729,343.7833,312.115613,281.452066,260.831646,-15.914352,-58.140244,-13.275463,351.245654,203.498738,-147.746916,1.695,4.022,-32.358547,-24.64242
2024-06-18,26.034614,92.133305,194.00197,179.0489,180.2018,233.736193,328.420428,349.679057,-15.798611,-41.833225,-4.12037,198.122341,257.498009,59.375668,1.845,4.378,92.839235,16.880629
2024-06-19,41.484901,84.591971,273.044515,269.3362,271.661,219.914306,241.034216,253.41027,10.740741,-30.74416,-12.152778,285.197293,160.38536,-124.811933,1.996,4.738,19.12391,7.638054
2024-06-20,24.964214,89.188164,272.602042,269.9367,270.8716,235.222291,274.744872,274.715996,-16.759259,-41.723474,-9.178241,281.780282,272.847553,-8.93273,2.02,4.795,37.502581,-4.823876
2024-06-21,36.497477,90.042425,283.650233,276.4135,277.3897,334.140977,380.198206,362.841075,10.185185,-26.312291,-7.87037,291.520603,232.160259,-59.360344,1.917,4.55,44.140229,-21.907131
2024-06-22,35.179482,37.27057,230.679673,230.7001,231.1853,316.795932,295.033616,279.283491,28.287037,-6.892445,-5.127315,235.806988,213.919089,-21.887899,1.815,4.308,-23.577317,-20.058125
2024-06-23,44.000861,47.538283,251.753911,252.8231,254.0367,288.626624,269.187928,274.983146,6.724537,-37.276324,-7.256944,259.010855,210.948634,-48.062221,1.79,4.249,-21.228696,1.546218
2024-06-24,65.606934,74.72653,343.857465,333.9881,334.6944,348.001745,420.718584,435.100269,10.787037,-54.819897,-18.4375,362.294965,291.312159,-70.982806,1.81,4.295,70.906839,10.086685
2024-06-25,67.618195,75.260739,335.802611,326.687,327.4113,313.721718,349.853644,347.54571,35.752315,-31.86588,-13.344907,349.147519,305.429406,-43.718113,1.932,4.586,34.199926,-6.893934
2024-06-26,70.77521,77.073535,210.304652,209.7385,209.1932,283.424492,335.458588,341.700006,46.076389,-24.698821,-6.273148,216.5778,256.637628,40.059828,1.912,4.538,50.122096,1.703418
2024-06-27,56.449866,60.963153,229.364073,229.461,230.4645,361.833621,396.363384,404.753827,37.303241,-19.146625,-3.668981,233.033054,182.568838,-50.464216,1.847,4.383,32.682764,4.007443
2024-06-28,46.723688,50.732285,220.372407,221.3807,221.4752,298.913532,313.595372,323.822533,19.085648,-27.63804,-5.891204,226.263611,197.218748,-29.044863,1.742,4.134,12.93984,6.093161
2024-06-29,13.958078,15.169881,240.892283,238.0353,238.5535,254.144394,297.227556,275.585518,6.585648,-7.37243,-11.018519,251.910802,193.91227,-57.998532,1.749,4.152,41.334162,-25.794038
2024-06-30,14.729391,15.602477,226.55988,217.5524,218.3604,227.33547,252.587778,274.292409,-16.19213,-30.92152,-5.266204,231.826084,258.00294,26.176856,1.659,3.938,23.593309,17.766631
2024-07-01,45.464183,48.571868,225.781909,227.9421,228.6528,232.53857,231.212747,227.161498,-3.020833,-48.485017,-34.548611,260.33052,211.049276,-49.281244,2.917,6.923,-4.242823,-10.974249
2024-07-02,52.559574,57.536214,266.533783,266.4378,265.9776,282.97988,289.917959,274.031424,-24.201389,-76.760963,-31.50463,298.038412,112.075918,-185.962494,4.55,10.801,2.388079,-26.687535
2024-07-03,50.663678,56.873212,257.921737,254.5727,254.6524,291.273502,375.146109,395.116648,8.645833,-42.017845,25.069444,232.852292,238.589194,5.736901,4.316,10.244,79.556607,9.726539
2024-07-04,72.383501,82.754591,275.86361,271.6052,272.5163,329.895944,381.861903,367.202299,29.525463,-42.858038,4.976852,270.886758,180.94885,-89.937909,3.353,7.957,48.612959,-22.616604
2024-07-05,76.168655,86.348431,218.765182,220.7103,221.736,355.441713,383.904269,403.899461,53.206019,-22.962636,-12.060185,230.825368,221.117098,-9.70827,2.89,6.86,25.572556,13.135193
2024-07-06,53.881337,61.114779,211.978809,211.036,212.6385,317.923946,321.499175,304.567954,30.358796,-23.522541,-15.509259,227.488068,195.884445,-31.603623,2.586,6.138,0.989229,-23.069221
2024-07-07,46.641157,52.588217,203.453926,197.0531,197.181,271.517568,317.201056,304.990513,23.402778,-23.238379,-15.439815,218.893741,180.247032,-38.646708,2.461,5.84,43.222489,-18.050543
2024-07-08,66.260549,75.553547,388.969141,391.6144,392.211,376.727773,379.129522,347.336871,28.784722,-37.475826,-8.657407,397.626549,255.295029,-142.33152,2.308,5.478,0.093749,-37.270651
2024-07-09,66.667286,76.426815,389.334109,380.7502,381.2661,406.481121,442.954825,451.267468,42.083333,-24.583953,-2.210648,391.544758,365.336426,-26.208332,2.202,5.228,34.271704,3.084643
2024-07-10,73.178496,83.812566,375.034257,367.9815,368.1714,345.287705,433.898756,421.484096,47.662037,-25.516459,-5.543981,380.578238,356.230844,-24.347395,2.082,4.943,86.529052,-17.35766
2024-07-11,74.428134,84.999626,305.455322,290.8053,290.6276,365.383582,419.848103,415.009305,63.680556,-10.747578,-10.925926,316.381248,327.872015,11.490767,2.002,4.752,52.462521,-9.590798
2024-07-12,50.487671,56.277542,267.553595,262.1684,262.4095,258.524517,288.038591,281.610778,37.662037,-12.825634,-17.118056,284.671651,231.541227,-53.130424,1.946,4.618,27.568073,-11.045813
2024-07-13,12.461385,13.653006,290.07655,290.9649,291.1391,273.890239,256.827847,274.121844,-2.141204,-14.602588,-12.24537,302.32192,244.55634,-57.765581,1.894,4.495,-18.956392,12.798997
2024-07-14,6.74194,7.355491,225.942331,228.018,227.8242,307.511986,341.623712,334.446113,-18.715278,-25.457218,-7.106481,233.048813,261.78088,28.732067,1.769,4.199,32.342726,-11.3766
2024-07-15,6.761496,7.285532,318.258007,310.5554,310.5344,458.231245,428.362506,395.865182,-22.118056,-28.879552,-2.199074,320.457081,229.999606,-90.457475,1.764,4.186,-31.632739,-36.683324
2024-07-16,7.604755,8.217569,399.804379,392.5154,392.6914,397.127923,488.173759,474.338439,-21.342593,-28.947347,-6.006944,405.811323,336.879976,-68.931347,1.675,3.975,89.370837,-17.81032
2024-07-17,6.825369,7.358604,356.438372,358.2855,359.8644,478.514394,522.458466,518.666331,-20.636574,-27.461943,-15.659722,372.098094,370.603178,-1.494915,1.691,4.014,42.253071,-7.806135
2024-07-18,0.0,0.0,420.535627,385.0895,386.1306,442.562933,488.945878,488.540544,-22.337963,-22.337963,-12.615741,433.151367,359.877481,-73.273886,1.65,3.915,44.732945,-4.320334
2024-07-19,6.864482,7.237563,386.129567,380.4725,381.0302,406.70121,421.883078,430.620113,-25.949074,-32.813556,-4.965278,391.094845,409.232897,18.138052,1.566,3.717,13.615868,5.020034
2024-07-20,2.314834,2.382942,383.240293,369.6086,369.4018,316.012142,386.744822,401.531844,-21.851852,-24.166686,-8.472222,391.712515,356.407979,-35.304536,1.523,3.616,69.20968,11.171023
2024-07-21,0.0,0.0,316.001349,313.7175,314.1503,357.246046,320.39515,286.756755,-25.983796,-25.983796,-9.652778,325.654127,298.440704,-27.213423,1.497,3.553,-38.347896,-37.191395
2024-07-22,4.274423,4.595349,356.732827,355.9793,355.8336,376.928498,424.562919,433.926351,-26.50463,-30.779052,-8.344907,365.077734,339.274942,-25.802792,1.478,3.507,46.156421,5.856432
2024-07-23,20.062551,21.55555,402.110903,400.9929,400.758,402.001476,367.53605,367.109824,-14.12037,-34.182921,-5.87963,407.990533,358.96468,-49.025853,1.491,3.539,-35.956426,-3.965226
2024-07-24,20.190834,21.672797,384.77534,370.3406,370.2732,366.615653,444.812291,454.08513,-5.300926,-25.49176,-8.263889,393.039228,402.551556,9.512327,1.46,3.464,76.736638,5.808839
2024-07-25,25.11026,43.334566,330.455963,320.9735,321.8148,425.753512,453.264344,458.440446,-11.898148,-37.008408,-13.344907,343.800871,348.862918,5.062047,1.372,3.256,26.138832,1.920102
2024-07-26,59.995857,68.967991,332.347487,325.4019,325.4449,352.128708,415.608034,411.138712,26.412037,-33.58382,-11.25,343.597487,370.548288,26.950801,1.408,3.343,62.071326,-7.812322
2024-07-27,25.065944,27.604302,268.165399,268.02,267.7514,258.825172,314.612456,308.076609,24.386574,-0.67937,-6.018519,274.183918,242.956691,-31.227227,1.386,3.289,54.401285,-9.824847
2024-07-28,34.178337,38.517275,198.489645,197.7387,197.3506,210.577516,204.233875,224.325341,2.395833,-31.782503,-6.527778,205.017423,260.190331,55.172908,1.406,3.336,-7.749641,16.755466
2024-07-29,34.070149,38.181785,252.443887,251.3376,251.5913,241.818032,251.680612,241.970342,1.134259,-32.935889,-17.314815,269.758702,274.95547,5.196769,1.543,3.661,8.319581,-13.371271
2024-07-30,27.410202,30.410142,204.167711,203.4655,203.2774,320.208612,362.209022,348.26496,-38.043981,-65.454183,-36.377315,240.545026,169.505864,-71.039162,1.89,4.486,40.11041,-18.430062
2024-07-31,16.479241,18.135747,261.999238,255.0079,254.7618,267.001589,306.240625,335.79933,-13.530093,-30.009334,-17.12963,279.128868,192.297173,-86.831695,1.942,4.608,37.297036,24.950705
2024-08-01,23.880897,25.74678,257.697045,251.4914,249.7896,211.518665,267.184531,269.259457,-10.844907,-34.725804,-6.388889,264.085934,236.788521,-27.297413,1.682,3.993,53.983866,-1.918074
2024-08-02,33.177371,37.11849,239.361982,242.8135,242.1828,323.223103,321.766447,316.224941,4.918981,-28.25839,-2.766204,242.128185,225.099731,-17.028454,1.573,3.732,-3.029656,-9.273506
2024-08-03,59.399296,65.890814,236.550629,237.4225,236.4525,367.901229,320.553578,316.917733,9.085648,-50.313648,3.032407,233.518222,245.849796,12.331574,1.55,3.68,-48.897651,-7.315845
2024-08-04,60.313963,67.610202,295.930523,291.6613,291.0795,314.102784,319.989337,316.629262,39.270833,-21.043129,9.43287,286.497653,245.873721,-40.623932,1.464,3.474,4.422553,-6.834075
2024-08-05,41.398781,45.019705,296.937182,287.7895,287.5737,396.324412,483.838688,495.759502,22.627315,-18.771466,0.219907,296.717275,294.604038,-2.113237,1.443,3.426,86.071276,8.494815
2024-08-06,41.047483,44.439894,393.934421,391.683,391.8333,367.103528,420.635003,413.136429,21.377315,-19.670168,-13.06713,407.001551,320.653709,-86.347842,1.517,3.601,52.014476,-11.099574
2024-08-07,40.832363,44.461981,415.834083,402.4283,402.2491,303.347518,326.854691,348.739151,14.849537,-25.982826,-10.138889,425.972972,419.352777,-6.620195,1.523,3.615,21.984172,18.269461
2024-08-08,37.725943,41.380166,315.469132,310.3639,309.464,321.874134,307.109359,286.391222,14.74537,-22.980572,-15.56713,331.036261,374.12774,43.091478,1.525,3.619,-16.289775,-24.337138
2024-08-09,38.198885,41.967079,257.791117,251.8034,250.7263,335.057411,437.297906,449.33808,6.493056,-31.705829,-9.953704,267.744821,316.383005,48.638184,1.648,3.911,100.592495,8.129174
2024-08-10,51.157433,56.331835,200.401897,203.8486,202.5639,287.232608,289.823359,304.474451,15.405093,-35.75234,-3.912037,204.313935,230.856946,26.543012,1.625,3.857,0.965751,10.794092
2024-08-11,36.097377,40.112606,180.891594,175.5958,174.4643,176.303705,251.217691,250.113279,19.560185,-16.537192,-3.49537,184.386964,213.053069,28.666105,1.599,3.795,73.314985,-4.899411
2024-08-12,37.991659,43.269472,178.113042,178.7723,177.2924,229.884711,231.478541,225.717861,4.826389,-33.16527,-7.662037,185.775079,174.554935,-11.220144,1.654,3.925,-0.060171,-9.68568
2024-08-13,32.312762,35.941777,232.045139,225.8708,225.0804,204.888477,192.041897,213.425621,12.662037,-19.650725,-16.770833,248.815973,208.258277,-40.557696,1.673,3.971,-14.51958,17.412724
2024-08-14,30.95386,34.543284,215.163205,214.3984,212.6849,233.975493,301.517612,266.967105,7.453704,-23.500157,-12.037037,227.200242,228.40021,1.199968,1.652,3.921,65.890119,-38.471507
2024-08-15,0.029424,0.044109,104.484078,106.2898,104.9018,171.074412,235.69805,266.448217,-6.458333,-6.487758,-5.034722,109.5188,146.250313,36.731513,1.679,3.986,62.944638,26.764168
2024-08-16,21.023507,23.239618,81.074095,85.31,84.4728,219.458432,183.616987,224.104429,-20.497685,-41.521192,-4.571759,85.645854,117.828007,32.182153,1.672,3.968,-37.513445,36.519441
2024-08-17,50.347187,56.564155,47.424528,53.2151,52.0273,139.579003,165.395469,195.071903,15.104167,-35.243021,-14.814815,62.239343,69.613618,7.374275,1.681,3.99,24.135466,25.686434
2024-08-18,43.844948,49.480326,43.040416,46.656,45.3475,128.790308,199.991925,195.104269,9.861111,-33.983837,-4.351852,47.392268,32.004085,-15.388183,1.67,3.963,69.531617,-8.850656
2024-08-19,51.652264,58.727977,133.581119,136.0417,134.9145,210.54903,220.812391,199.627067,19.74537,-31.906894,-4.236111,137.81723,85.632051,-52.185178,1.679,3.984,8.58436,-25.169324
2024-08-20,35.173382,39.539509,234.316699,233.524,232.462,222.848996,229.894797,170.759197,14.664352,-20.50903,-9.849537,244.166236,172.047824,-72.118412,1.617,3.837,5.428801,-62.972599
2024-08-21,33.572806,37.760638,173.829663,178.3594,177.4733,244.633582,213.41975,203.131356,11.608796,-21.964009,-8.518519,182.348182,215.206453,32.858271,1.629,3.868,-32.842832,-14.156394
2024-08-22,39.08323,43.839131,139.971805,135.401,134.4018,117.028411,188.281816,199.208104,7.430556,-31.652674,-8.900463,148.872268,212.096242,63.223975,1.589,3.771,69.664404,7.155288
2024-08-23,60.819379,70.312321,74.491934,81.7233,80.8152,62.468445,193.548644,168.755572,-15.046296,-75.865676,-24.513889,99.005822,147.322765,48.316943,2.542,6.034,128.538199,-30.827071
2024-08-24,52.913384,60.044998,86.443553,90.9522,89.3036,118.348181,155.623719,164.743699,-71.354167,-124.267551,-27.12963,113.573183,-45.321373,-158.894556,4.277,10.151,32.998538,-1.03102
2024-08-25,58.840234,66.299798,16.762221,25.8193,25.4542,143.718144,115.356638,164.797386,-17.488426,-76.32866,-31.400463,48.162684,14.835187,-33.327497,5.391,12.796,-33.752507,36.644748
2024-08-26,58.062642,65.232353,108.767041,110.0704,108.742,180.668337,190.964747,165.719567,-21.354167,-79.416809,-82.731481,191.498522,-0.057703,-191.556225,6.54,15.523,3.756409,-40.76818
2024-08-27,55.730764,62.54444,114.890911,119.5699,117.8792,182.7534,230.87775,225.932094,-8.900463,-64.631227,15.335648,99.555263,9.622903,-89.93236,6.351,15.074,41.77335,-20.019656
2024-08-28,52.128974,58.183616,111.083472,114.7068,112.8995,246.107704,267.362041,170.546762,-16.203704,-68.332678,21.828704,89.254768,20.786264,-68.468504,5.041,11.965,16.213336,-108.780279
2024-08-29,31.850226,36.321604,143.879643,150.5672,149.2128,223.535761,202.744597,213.97071,-34.375,-66.225226,9.050926,134.828717,14.0094,-120.819317,5.622,13.344,-26.413165,-2.117887
2024-08-30,36.562964,41.17509,194.185121,188.6261,186.41,187.918689,231.753741,213.538646,-63.599537,-100.162501,8.483796,185.701324,-35.540188,-221.241512,6.652,15.788,37.183051,-34.003094
2024-08-31,0.0,0.0,182.549768,183.9963,181.7443,321.322153,326.857916,324.398704,-81.296296,-81.296296,47.141204,135.408564,10.124296,-125.284268,7.609,18.06,-2.073238,-20.519212
2024-09-01,0.0,0.0,183.473343,184.1265,182.0568,324.151717,361.8063,372.258883,-175.787037,-175.787037,-21.296296,204.769639,28.623241,-176.146399,8.838,20.976,28.816583,-10.523417
2024-09-02,24.373037,26.959689,190.963429,190.9646,188.8688,333.543898,375.102975,366.670054,-204.074074,-228.447111,-82.627315,273.590744,10.244708,-263.346036,12.08,28.673,29.479077,-37.105921
2024-09-03,16.838972,18.31186,194.630841,196.6709,194.7344,385.359707,441.380219,457.827028,-220.381944,-237.220916,-127.719907,322.350748,12.934434,-309.416314,15.337,36.403,40.683512,-19.956191
2024-09-04,54.927874,58.925334,193.115192,193.5788,191.8159,422.10673,499.193853,479.933948,-230.555556,-285.48343,-90.335648,283.45084,-22.115592,-305.566432,13.628,32.346,63.459124,-51.605906
2024-09-05,70.939735,75.825112,207.330962,212.2764,210.9024,425.519409,468.158738,452.087927,-96.516204,-167.455939,30.891204,176.439758,-14.066833,-190.506591,9.716,23.061,32.923328,-39.131811
2024-09-06,31.889877,33.862119,198.663471,194.5767,193.8046,421.481777,471.027509,439.941592,-58.854167,-90.744044,78.055556,120.607915,-36.360196,-156.968111,7.298,17.323,42.247733,-48.408917
2024-09-07,0.0,0.0,188.353458,194.9482,193.6714,278.645874,342.437891,364.793582,-92.418981,-92.418981,60.115741,128.237717,-1.428333,-129.666051,7.654,18.167,56.138017,4.188691
2024-09-08,9.472124,10.061469,194.051088,194.585,193.0147,236.330991,305.954406,324.950214,-128.587963,-138.060086,-44.351852,238.40294,4.255691,-234.147249,9.39,22.286,60.233415,-3.290192
2024-09-09,53.395656,56.445352,177.798607,178.3733,176.3949,288.947356,332.792588,323.718756,-104.710648,-158.106304,36.215278,141.583329,4.673444,-136.909885,8.716,20.687,35.129232,-29.760832
2024-09-10,53.087956,55.395614,137.913615,141.2053,139.2373,278.052617,291.786847,287.435932,-64.976852,-118.064808,-8.784722,146.698337,0.936911,-145.761427,7.793,18.497,5.94123,-22.847914
2024-09-11,63.527136,66.918626,130.286833,136.7945,134.9303,290.806163,310.583356,339.285381,-50.613426,-114.140562,-3.090278,133.377111,5.744441,-127.632669,7.27,17.256,12.507193,11.446024
2024-09-12,64.32536,67.972061,117.673043,118.786,117.062,227.970105,254.91045,270.810982,-22.662037,-86.987397,5.046296,112.626746,-14.593254,-127.22,6.028,14.309,20.912345,1.591532
2024-09-13,53.334834,76.940299,130.853099,135.6292,134.0626,193.521864,256.396906,268.328029,-41.365741,-94.700574,-20.092593,150.945692,55.397985,-95.547707,6.461,15.334,56.414043,-3.402877
2024-09-14,81.333163,87.52148,110.565907,113.6408,110.9793,230.51425,239.526663,250.521454,-31.608796,-112.94196,-15.486111,126.052018,-26.89465,-152.946668,6.968,16.537,2.044412,-5.542209
2024-09-15,62.054125,65.908652,109.486903,114.5897,112.82,231.041211,242.67265,268.032366,-20.671296,-82.725421,5.706019,103.780885,-14.426681,-118.207566,6.236,14.8,5.395439,10.559716
2024-09-16,81.6972,87.636391,125.507617,134.6138,132.8816,241.569916,339.644234,321.925254,-12.048611,-93.745811,12.037037,113.47058,-8.526035,-121.996615,5.817,13.806,92.257319,-31.52498
2024-09-17,77.537963,84.936803,223.473969,216.7678,215.0721,277.888633,269.850666,271.871876,-6.516204,-84.054166,10.555556,212.918413,99.649765,-113.268648,5.43,12.889,-13.467968,-10.867789
2024-09-18,67.73643,107.338538,131.550484,138.1044,135.992,294.730617,335.531688,330.841386,-2.465278,-70.201708,-0.428241,131.978725,118.474649,-13.504076,4.885,11.594,35.91607,-16.284302
2024-09-19,73.057031,77.756063,87.881697,89.925,88.1197,102.441487,216.428675,292.822858,11.678241,-61.378791,-10.740741,98.622438,32.74984,-65.872597,4.57,10.847,109.417188,65.547183
2024-09-20,45.949864,85.979729,53.356673,59.1332,58.2009,165.47511,203.919437,189.301976,-21.585648,-67.535512,-24.490741,77.847414,12.93021,-64.917204,4.637,11.006,33.807327,-25.623461
2024-09-21,21.667254,22.338426,80.32343,86.4471,84.7262,136.367914,175.135909,182.01957,-7.152778,-28.820032,-31.851852,112.175281,-28.607574,-140.782855,4.478,10.628,34.289995,-3.744339
2024-09-22,2.175965,2.212407,87.137775,90.5856,88.8232,114.554996,196.257375,182.933788,-53.541667,-55.717632,7.060185,80.07759,-16.930278,-97.007868,4.338,10.295,77.364379,-23.618587
2024-09-23,39.438654,40.234037,81.73127,89.3316,86.8012,225.932994,224.5675,182.914266,-53.923611,-93.362265,-15.208333,96.939604,41.993425,-54.946178,4.524,10.738,-5.889494,-52.391234
2024-09-24,48.188984,49.929884,107.421221,110.9092,109.1808,200.701638,186.194838,183.140829,-29.236111,-77.425095,0.219907,107.201314,8.375773,-98.825541,5.005,11.88,-19.5118,-14.934008
2024-09-25,68.675676,71.295991,177.06301,183.8545,181.9546,257.387535,265.031844,230.510378,-9.039352,-77.715028,15.219907,161.843102,55.313899,-106.529204,5.08,12.058,2.564309,-46.579466
2024-09-26,68.21637,72.120511,118.435779,115.4751,113.746,183.994897,217.151478,262.533442,-1.666667,-69.883036,8.541667,109.894112,75.855567,-34.038545,5.9,14.003,27.256581,31.378964
2024-09-27,74.563055,80.745508,160.614974,163.6578,161.4026,283.47117,334.288853,250.316467,-39.398148,-113.961203,-82.326389,242.941363,44.238452,-198.702911,8.239,19.554,42.578684,-103.526386
2024-09-28,52.730917,75.584035,109.934705,113.99,112.2254,150.966763,166.1348,188.7312,-45.335648,-98.066565,-5.914352,115.849057,15.593609,-100.255448,8.026,19.049,7.142037,3.5474
2024-09-29,7.50464,83.938083,99.853047,104.7573,103.7063,151.964222,163.146166,175.717142,-92.025463,-99.530103,12.8125,87.040547,0.776527,-86.26402,5.904,14.014,5.277944,-1.443024
2024-09-30,0.0,111.309254,169.904176,171.3599,170.2029,335.509565,401.458213,338.918049,2133.125,2133.125,17.361111,152.543065,38.215624,-114.32744,4.969,11.794,60.979648,-74.334163
