date,BEN_tributary_flow_m3s,BEN_downstream_mw_per_cumec,BEN_potential_generation_mwh,AVI_tributary_flow_m3s,AVI_downstream_mw_per_cumec,AVI_potential_generation_mwh,WTK_tributary_flow_m3s,WTK_downstream_mw_per_cumec,WTK_potential_generation_mwh,lower_tributary_potential_generation_mwh
2024-08-26,78.798,1.289945009,2439.482084,6.54,0.472283521,74.129621,15.523,0.162206002,60.43017,2574.041876
2024-08-27,76.517,1.289945009,2368.865334,6.351,0.472283521,71.987343,15.074,0.162206002,58.682238,2499.534916
2024-08-28,60.737,1.289945009,1880.33736,5.041,0.472283521,57.13875,11.965,0.162206002,46.579075,1984.055185
2024-08-29,67.737,1.289945009,2097.048122,5.622,0.472283521,63.724271,13.344,0.162206002,51.947445,2212.719838
2024-08-30,80.14,1.289945009,2481.028633,6.652,0.472283521,75.39912,15.788,0.162206002,61.4618,2617.889553
2024-08-31,91.674,1.289945009,2838.10605,7.609,0.472283521,86.246527,18.06,0.162206002,70.306569,2994.659147
2024-09-01,106.476,1.289945009,3296.356435,8.838,0.472283521,100.177002,20.976,0.162206002,81.658394,3478.191831
2024-09-02,145.548,1.289945009,4505.973989,12.08,0.472283521,136.924438,28.673,0.162206002,111.622384,4754.520811
2024-09-03,184.789,1.289945009,5720.823559,15.337,0.472283521,173.841897,36.403,0.162206002,141.714842,6036.380298
2024-09-04,164.195,1.289945009,5083.260499,13.628,0.472283521,154.470716,32.346,0.162206002,125.921168,5363.652382
2024-09-05,117.062,1.289945009,3624.085024,9.716,0.472283521,110.128961,23.061,0.162206002,89.775182,3823.989167
2024-09-06,87.933,1.289945009,2722.289628,7.298,0.472283521,82.721403,17.323,0.162206002,67.43747,2872.448501
2024-09-07,92.217,1.289945009,2854.916614,7.654,0.472283521,86.756594,18.167,0.162206002,70.723114,3012.396322
2024-09-08,113.127,1.289945009,3502.262617,9.39,0.472283521,106.433814,22.286,0.162206002,86.758151,3695.454582
2024-09-09,105.012,1.289945009,3251.032927,8.716,0.472283521,98.794156,20.687,0.162206002,80.533333,3430.360417
2024-09-10,93.895,1.289945009,2906.865279,7.793,0.472283521,88.332132,18.497,0.162206002,72.007786,3067.205197
2024-09-11,87.595,1.289945009,2711.825594,7.27,0.472283521,82.404029,17.256,0.162206002,67.176642,2861.406265
2024-09-12,72.632,1.289945009,2248.590862,6.028,0.472283521,68.326202,14.309,0.162206002,55.704136,2372.6212
2024-09-13,77.839,1.289945009,2409.79271,6.461,0.472283521,73.234172,15.334,0.162206002,59.694404,2542.721285
2024-09-14,83.946,1.289945009,2598.85737,6.968,0.472283521,78.980918,16.537,0.162206002,64.377616,2742.215903
2024-09-15,75.129,1.289945009,2325.894686,6.236,0.472283521,70.683841,14.8,0.162206002,57.615572,2454.194099
2024-09-16,70.082,1.289945009,2169.646227,5.817,0.472283521,65.934558,13.806,0.162206002,53.745985,2289.32677
2024-09-17,65.426,1.289945009,2025.502612,5.43,0.472283521,61.547988,12.889,0.162206002,50.176156,2137.226756
2024-09-18,58.854,1.289945009,1822.042166,4.885,0.472283521,55.37052,11.594,0.162206002,45.134793,1922.547479
2024-09-19,55.063,1.289945009,1704.677809,4.57,0.472283521,51.800057,10.847,0.162206002,42.226764,1798.70463
2024-09-20,55.87,1.289945009,1729.661464,4.637,0.472283521,52.559488,11.006,0.162206002,42.845742,1825.066694
2024-09-21,53.948,1.289945009,1670.15888,4.478,0.472283521,50.757255,10.628,0.162206002,41.374209,1762.290344
2024-09-22,52.26,1.289945009,1617.900628,4.338,0.472283521,49.170382,10.295,0.162206002,40.077859,1707.148869
2024-09-23,54.506,1.289945009,1687.433824,4.524,0.472283521,51.278656,10.738,0.162206002,41.802433,1780.514913
2024-09-24,60.305,1.289945009,1866.963211,5.005,0.472283521,56.730697,11.88,0.162206002,46.248175,1969.942082
2024-09-25,61.207,1.289945009,1894.88794,5.08,0.472283521,57.580807,12.058,0.162206002,46.941119,1999.409866
2024-09-26,71.082,1.289945009,2200.604907,5.9,0.472283521,66.875347,14.003,0.162206002,54.512895,2321.993149
2024-09-27,99.26,1.289945009,3072.958599,8.239,0.472283521,93.387454,19.554,0.162206002,76.122628,3242.468681
2024-09-28,96.695,1.289945009,2993.549584,8.026,0.472283521,90.973141,19.049,0.162206002,74.156691,3158.679416
2024-09-29,71.137,1.289945009,2202.307635,5.904,0.472283521,66.920686,14.014,0.162206002,54.555718,2323.784038
2024-09-30,59.866,1.289945009,1853.37235,4.969,0.472283521,56.322644,11.794,0.162206002,45.913382,1955.608376
2024-10-01,53.445,1.289945009,1654.586664,4.436,0.472283521,50.281193,10.529,0.162206002,40.988808,1745.856665
2024-10-02,56.049,1.289945009,1735.203068,4.652,0.472283521,52.729511,11.042,0.162206002,42.985888,1830.918466
2024-10-03,78.228,1.289945009,2421.835636,6.493,0.472283521,73.596886,15.411,0.162206002,59.994161,2555.426682
2024-10-04,111.759,1.289945009,3459.911143,9.276,0.472283521,105.141647,22.017,0.162206002,85.710949,3650.763738
2024-10-05,131.455,1.289945009,4069.673308,10.911,0.472283521,123.674052,25.897,0.162206002,100.815572,4294.162932
2024-10-06,123.006,1.289945009,3808.103419,10.209,0.472283521,115.717019,24.232,0.162206002,94.33382,4018.154258
2024-10-07,101.865,1.289945009,3153.605961,8.455,0.472283521,95.835772,20.067,0.162206002,78.119708,3327.561441
2024-10-08,96.665,1.289945009,2992.620823,8.023,0.472283521,90.939137,19.043,0.162206002,74.133333,3157.693293
2024-10-09,102.908,1.289945009,3185.895864,8.541,0.472283521,96.810565,20.273,0.162206002,78.921655,3361.628084
2024-10-10,96.606,1.289945009,2990.794261,8.018,0.472283521,90.882463,19.031,0.162206002,74.086618,3155.763342
2024-10-11,80.606,1.289945009,2495.455378,6.69,0.472283521,75.829842,15.879,0.162206002,61.816058,2633.101278
2024-10-12,70.247,1.289945009,2174.754409,5.831,0.472283521,66.093245,13.839,0.162206002,53.874453,2294.722107
2024-10-13,63.671,1.289945009,1971.170128,5.285,0.472283521,59.904442,12.543,0.162206002,48.829197,2079.903767
2024-10-14,59.111,1.289945009,1829.998546,4.906,0.472283521,55.608551,11.645,0.162206002,45.333333,1930.940431
2024-10-15,54.044,1.289945009,1673.130914,4.486,0.472283521,50.847933,10.647,0.162206002,41.448175,1765.427022
2024-10-16,49.741,1.289945009,1539.915713,4.129,0.472283521,46.801408,9.799,0.162206002,38.146959,1624.864079
2024-10-17,45.6,1.289945009,1411.715818,3.785,0.472283521,42.902235,8.983,0.162206002,34.970316,1489.588369
2024-10-18,43.829,1.289945009,1356.887995,3.638,0.472283521,41.236019,8.634,0.162206002,33.611679,1431.735693
2024-10-19,42.302,1.289945009,1309.614091,3.511,0.472283521,39.796499,8.333,0.162206002,32.439903,1381.850492
2024-10-20,42.642,1.289945009,1320.140042,3.539,0.472283521,40.113873,8.4,0.162206002,32.70073,1392.954645
2024-10-21,45.516,1.289945009,1409.115289,3.778,0.472283521,42.822891,8.967,0.162206002,34.908029,1486.846209
2024-10-22,51.878,1.289945009,1606.074412,4.306,0.472283521,48.807668,10.22,0.162206002,39.785888,1694.667969
2024-10-23,65.398,1.289945009,2024.635769,5.428,0.472283521,61.525319,12.883,0.162206002,50.152798,2136.313886
2024-10-24,118.821,1.289945009,3678.541342,9.862,0.472283521,111.783842,23.408,0.162206002,91.126034,3881.451218
2024-10-25,228.598,1.289945009,7077.092381,18.974,0.472283521,215.066581,45.034,0.162206002,175.314842,7467.473803
2024-10-26,234.156,1.289945009,7249.160725,19.435,0.472283521,220.291926,46.129,0.162206002,179.577616,7649.030267
2024-10-27,154.75,1.289945009,4790.855764,12.844,0.472283521,145.584229,30.486,0.162206002,118.680292,5055.120285
2024-10-28,131.339,1.289945009,4066.082101,10.901,0.472283521,123.560704,25.874,0.162206002,100.726034,4290.368839
2024-10-29,122.808,1.289945009,3801.9736,10.193,0.472283521,115.535662,24.193,0.162206002,94.181995,4011.691258
2024-10-30,118.224,1.289945009,3660.05901,9.813,0.472283521,111.228437,23.29,0.162206002,90.666667,3861.954114
2024-10-31,121.976,1.289945009,3776.215978,10.124,0.472283521,114.753561,24.029,0.162206002,93.543552,3984.513092
2024-11-01,127.851,1.289945009,3958.098225,10.612,0.472283521,120.284945,25.187,0.162206002,98.051582,4176.434752
2024-11-02,121.96,1.289945009,3775.72064,10.123,0.472283521,114.742226,24.026,0.162206002,93.531873,3983.994739
2024-11-03,107.242,1.289945009,3320.070784,8.901,0.472283521,100.891095,21.127,0.162206002,82.246229,3503.208108
2024-11-04,90.818,1.289945009,2811.60542,7.538,0.472283521,85.441756,17.891,0.162206002,69.648662,2966.695838
2024-11-05,93.111,1.289945009,2882.593674,7.728,0.472283521,87.595369,18.343,0.162206002,71.408273,3041.597316
2024-11-06,104.426,1.289945009,3232.891141,8.667,0.472283521,98.238751,20.572,0.162206002,80.085645,3411.215536
2024-11-07,103.84,1.289945009,3214.749354,8.619,0.472283521,97.69468,20.456,0.162206002,79.634063,3392.078097
2024-11-08,124.442,1.289945009,3852.560084,10.329,0.472283521,117.077196,24.515,0.162206002,95.435523,4065.072803
2024-11-09,308.655,1.289945009,9555.551443,25.618,0.472283521,290.375022,60.805,0.162206002,236.710462,10082.636927
2024-11-10,351.079,1.289945009,10868.942493,29.14,0.472283521,330.296203,69.163,0.162206002,269.247689,11468.486385
2024-11-11,189.274,1.289945009,5859.67324,15.71,0.472283521,178.069779,37.287,0.162206002,145.156204,6182.899223
2024-11-12,131.791,1.289945009,4080.075425,10.939,0.472283521,123.991426,25.963,0.162206002,101.072506,4305.139357
2024-11-13,107.46,1.289945009,3326.819776,8.919,0.472283521,101.095121,21.17,0.162206002,82.413625,3510.328523
2024-11-14,97.18,1.289945009,3008.564544,8.066,0.472283521,91.426533,19.144,0.162206002,74.526521,3174.517598
2024-11-15,98.777,1.289945009,3058.005556,8.198,0.472283521,92.922727,19.459,0.162206002,75.752798,3226.681081
2024-11-16,99.762,1.289945009,3088.499856,8.28,0.472283521,93.852181,19.653,0.162206002,76.508029,3258.860067
2024-11-17,88.139,1.289945009,2728.667116,7.316,0.472283521,82.92543,17.363,0.162206002,67.593187,2879.185733
2024-11-18,75.62,1.289945009,2341.095398,6.276,0.472283521,71.137233,14.897,0.162206002,57.993187,2470.225819
2024-11-19,69.373,1.289945009,2147.696523,5.758,0.472283521,65.265804,13.666,0.162206002,53.200973,2266.1633
2024-11-20,67.677,1.289945009,2095.190601,5.617,0.472283521,63.667597,13.332,0.162206002,51.90073,2210.758928
2024-11-21,66.931,1.289945009,2072.095426,5.555,0.472283521,62.964839,13.185,0.162206002,51.328467,2186.388732
2024-11-22,62.384,1.289945009,1931.326307,5.178,0.472283521,58.691618,12.29,0.162206002,47.844282,2037.862207
2024-11-23,58.371,1.289945009,1807.089123,4.845,0.472283521,54.917128,11.499,0.162206002,44.764964,1906.771214
2024-11-24,55.657,1.289945009,1723.067265,4.62,0.472283521,52.366797,10.964,0.162206002,42.682238,1818.1163
2024-11-25,53.877,1.289945009,1667.960814,4.472,0.472283521,50.689246,10.614,0.162206002,41.319708,1759.969768
2024-11-26,56.38,1.289945009,1745.450391,4.68,0.472283521,53.046885,11.107,0.162206002,43.238929,1841.736205
2024-11-27,60.196,1.289945009,1863.588714,4.996,0.472283521,56.628683,11.859,0.162206002,46.166423,1966.383821
2024-11-28,63.261,1.289945009,1958.477069,5.251,0.472283521,59.519058,12.462,0.162206002,48.513869,2066.509996
2024-11-29,67.33,1.289945009,2084.447939,5.588,0.472283521,63.338888,13.264,0.162206002,51.63601,2199.422836
2024-11-30,65.368,1.289945009,2023.707009,5.426,0.472283521,61.502649,12.877,0.162206002,50.12944,2135.339098
2024-12-01,59.137,1.289945009,1830.803472,4.908,0.472283521,55.631221,11.65,0.162206002,45.352798,1931.787491
2024-12-02,56.739,1.289945009,1756.564557,4.709,0.472283521,53.375594,11.178,0.162206002,43.515328,1853.45548
2024-12-03,56.344,1.289945009,1744.335878,4.677,0.472283521,53.012881,11.1,0.162206002,43.211679,1840.560438
2024-12-04,63.396,1.289945009,1962.656491,5.262,0.472283521,59.643741,12.489,0.162206002,48.618978,2070.919211
2024-12-05,80.2,1.289945009,2482.886154,6.657,0.472283521,75.455794,15.799,0.162206002,61.504623,2619.84657
2024-12-06,79.674,1.289945009,2466.601888,6.613,0.472283521,74.957062,15.696,0.162206002,61.10365,2602.6626
2024-12-07,64.262,1.289945009,1989.466708,5.334,0.472283521,60.459847,12.66,0.162206002,49.284672,2099.211227
2024-12-08,60.353,1.289945009,1868.449227,5.009,0.472283521,56.776036,11.89,0.162206002,46.287105,1971.512368
2024-12-09,65.159,1.289945009,2017.236644,5.408,0.472283521,61.298623,12.836,0.162206002,49.96983,2128.505097
2024-12-10,66.59,1.289945009,2061.538516,5.527,0.472283521,62.647464,13.118,0.162206002,51.06764,2175.25362
2024-12-11,58.404,1.289945009,1808.11076,4.848,0.472283521,54.951132,11.506,0.162206002,44.792214,1907.854106
2024-12-12,51.964,1.289945009,1608.736859,4.313,0.472283521,48.887012,10.237,0.162206002,39.852068,1697.475939
2024-12-13,52.746,1.289945009,1632.946547,4.378,0.472283521,49.623774,10.391,0.162206002,40.451582,1723.021902
2024-12-14,64.379,1.289945009,1993.088874,5.343,0.472283521,60.56186,12.683,0.162206002,49.374209,2103.024944
2024-12-15,82.492,1.289945009,2553.843449,6.847,0.472283521,77.609406,16.251,0.162206002,63.264234,2694.717089
2024-12-16,80.09,1.289945009,2479.480699,6.647,0.472283521,75.342446,15.778,0.162206002,61.422871,2616.246015
2024-12-17,67.071,1.289945009,2076.429641,5.567,0.472283521,63.100857,13.213,0.162206002,51.43747,2190.967967
2024-12-18,60.712,1.289945009,1879.563393,5.039,0.472283521,57.11608,11.96,0.162206002,46.559611,1983.239084
2024-12-19,54.666,1.289945009,1692.387213,4.537,0.472283521,51.426008,10.769,0.162206002,41.923114,1785.736335
2024-12-20,51.073,1.289945009,1581.152675,4.239,0.472283521,48.048236,10.061,0.162206002,39.16691,1668.367821
2024-12-21,49.932,1.289945009,1545.828821,4.144,0.472283521,46.97143,9.837,0.162206002,38.294891,1631.095141
2024-12-22,48.82,1.289945009,1511.402768,4.052,0.472283521,45.928628,9.618,0.162206002,37.442336,1594.773732
2024-12-23,46.296,1.289945009,1433.263059,3.843,0.472283521,43.559654,9.12,0.162206002,35.50365,1512.326363
2024-12-24,43.099,1.289945009,1334.288159,3.577,0.472283521,40.544596,8.491,0.162206002,33.054988,1407.887742
2024-12-25,43.98,1.289945009,1361.562756,3.65,0.472283521,41.372036,8.664,0.162206002,33.728467,1436.66326
2024-12-26,50.497,1.289945009,1563.320475,4.191,0.472283521,47.504166,9.948,0.162206002,38.727007,1649.551648
2024-12-27,52.94,1.289945009,1638.952531,4.394,0.472283521,49.805131,10.429,0.162206002,40.599513,1729.357175
2024-12-28,48.147,1.289945009,1490.567577,3.996,0.472283521,45.293879,9.485,0.162206002,36.924574,1572.78603
2024-12-29,44.263,1.289945009,1370.324063,3.674,0.472283521,41.644072,8.72,0.162206002,33.946472,1445.914606
2024-12-30,45.718,1.289945009,1415.368942,3.795,0.472283521,43.015583,9.006,0.162206002,35.059854,1493.444379
2024-12-31,45.16,1.289945009,1398.093999,3.748,0.472283521,42.482847,8.897,0.162206002,34.635523,1475.212369
