date,TKA_generation_mwh,TKA_implied_turbine_flow_m3s,TKB_generation_mwh,TKB_implied_turbine_flow_m3s,OHA_generation_mwh,OHA_implied_turbine_flow_m3s,OHB_generation_mwh,OHB_implied_turbine_flow_m3s,OHC_generation_mwh,OHC_implied_turbine_flow_m3s,BEN_generation_mwh,BEN_implied_turbine_flow_m3s,AVI_generation_mwh,AVI_implied_turbine_flow_m3s,WTK_generation_mwh,WTK_implied_turbine_flow_m3s,BEN_derived_tributary_flow_m3s,AVI_derived_tributary_flow_m3s,WTK_derived_tributary_flow_m3s
2024-05-17,423.757,76.029068,2462.649,79.871916,4035.811,335.981266,3371.478,337.1478,3369.581,336.9581,5809.119,296.023022,2507.728,336.97595,1017.376,261.33846,18.183,1.509,3.582
2024-05-18,448.898,80.539783,2608.317,84.596415,3160.336,263.097972,2681.876,268.1876,2671.058,267.1058,3366.027,171.527126,1070.424,143.838225,744.985,191.368022,18.912,1.57,3.726
2024-05-19,342.393,61.431011,2010.294,65.200535,3785.8,315.16785,3139.501,313.9501,3128.789,312.8789,6173.801,314.606609,1999.101,268.629197,711.972,182.887807,20.701,1.718,4.078
2024-05-20,418.335,75.056271,2494.447,80.903231,4521.1,376.381575,3762.925,376.2925,3754.068,375.4068,8827.558,449.837643,3356.638,451.048231,1634.069,419.751474,20.324,1.687,4.004
2024-05-21,362.897,65.10977,2094.24,67.923184,3348.013,278.722082,2741.297,274.1297,2727.738,272.7738,6191.983,315.533134,2767.919,371.939116,1527.294,392.323646,20.143,1.672,3.968
2024-05-22,443.697,79.606637,2588.814,83.963867,3415.147,284.310988,2896.323,289.6323,2890.591,289.0591,6127.357,312.2399,2671.8,359.023125,1330.017,341.648117,20.625,1.712,4.063
2024-05-23,421.333,75.594162,2499.394,81.063679,4054.982,337.577251,3339.782,333.9782,3323.782,332.3782,7685.322,391.6312,3448.314,463.367194,1689.626,434.022679,20.632,1.712,4.065
2024-05-24,442.482,79.388645,2678.587,86.875505,4649.414,387.063716,3939.563,393.9563,3937.453,393.7453,8057.873,410.615778,3078.726,413.703806,1724.622,443.012276,20.532,1.704,4.045
2024-05-25,349.013,62.618749,2025.619,65.697576,3547.643,295.34128,2881.623,288.1623,2867.601,286.7601,4912.588,250.337297,1906.57,256.195344,963.326,247.454366,19.856,1.648,3.912
2024-05-26,389.834,69.942717,2254.061,73.106712,2909.441,242.210963,2401.802,240.1802,2392.745,239.2745,4298.856,219.062537,1787.867,240.244628,876.922,225.259339,19.32,1.604,3.806
2024-05-27,388.523,69.707502,2307.315,74.833917,4657.804,387.762183,3849.015,384.9015,3836.858,383.6858,7264.824,370.203323,2861.453,384.507747,1367.9,351.379313,18.558,1.54,3.656
2024-05-28,380.088,68.194122,2288.463,74.222483,4820.474,401.304461,3946.999,394.6999,3941.002,394.1002,9330.436,475.463468,3583.483,481.530528,1805.039,463.669393,18.455,1.532,3.636
2024-05-29,343.706,61.666585,2032.257,65.912869,4673.355,389.056804,3846.76,384.676,3849.939,384.9939,8764.523,446.625485,3707.55,498.202031,1842.57,473.310169,18.434,1.53,3.631
2024-05-30,386.65,69.371454,2282.217,74.019905,4037.362,336.110387,3252.718,325.2718,3254.078,325.4078,8123.485,413.959256,3800.618,510.708044,1971.615,506.458603,17.957,1.49,3.538
2024-05-31,352.692,63.278823,2039.727,66.155146,2954.757,245.98352,2445.916,244.5916,2442.648,244.2648,6323.856,322.253162,2519.77,338.594094,1381.015,354.748228,17.718,1.471,3.49
2024-06-01,317.297,56.92837,1827.379,59.267992,2348.159,195.484237,1933.524,193.3524,1939.26,193.926,4309.573,219.608657,1666.277,223.905972,845.595,217.212216,19.039,1.58,3.751
2024-06-02,330.052,59.21683,1908.043,61.884195,3482.585,289.925201,2930.006,293.0006,2930.665,293.0665,5322.751,271.23852,1912.423,256.981841,949.21,243.828319,22.175,1.841,4.368
2024-06-03,383.139,68.741522,2241.847,72.710571,3647.19,303.628568,3042.051,304.2051,3047.384,304.7384,5588.295,284.770199,2298.917,308.916972,1182.039,303.636268,21.554,1.789,4.246
2024-06-04,391.81,70.297244,2357.827,76.472189,4477.761,372.773603,3617.71,361.771,3619.216,361.9216,6996.321,356.520858,2894.945,389.008234,1516.696,389.601285,20.284,1.684,3.996
2024-06-05,409.149,73.40815,2513.227,81.512329,4656.764,387.675603,3748.49,374.849,3753.379,375.3379,7704.949,392.631359,3432.41,461.230094,1770.921,454.905332,19.92,1.653,3.924
2024-06-06,393.678,70.632395,2386.948,77.41668,3754.932,312.598089,3079.04,307.904,3078.577,307.8577,8293.461,422.62095,3311.812,445.024738,1691.876,434.600647,19.686,1.634,3.878
2024-06-07,315.132,56.539933,1878.029,60.910741,3880.967,323.090503,3196.073,319.6073,3205.775,320.5775,8003.56,407.848078,3181.418,427.503044,1648.96,423.5766,19.047,1.581,3.752
2024-06-08,201.369,36.128955,1163.392,37.732681,3206.034,266.902331,2731.956,273.1956,2738.347,273.8347,6222.02,317.063769,3227.088,433.63995,1662.526,427.061366,19.111,1.586,3.765
2024-06-09,245.553,44.056301,1432.759,46.46915,2597.772,216.264519,2071.153,207.1153,2080.07,208.007,5070.095,258.363591,1920.455,258.061141,1045.205,268.487034,18.253,1.515,3.596
2024-06-10,257.411,46.183824,1485.401,48.176506,3303.19,274.990567,2684.145,268.4145,2698.222,269.8222,4961.073,252.808012,1741.892,234.066738,880.156,226.090072,18.398,1.527,3.624
2024-06-11,366.522,65.760155,2197.363,71.267807,3763.151,313.282321,3102.93,310.293,3116.374,311.6374,6518.019,332.147385,2446.01,328.682594,1241.263,318.849433,19.638,1.63,3.869
2024-06-12,465.73,83.559724,2830.415,91.799793,4242.962,353.226586,3468.501,346.8501,3478.828,347.8828,8238.655,419.828128,3146.052,422.750738,1587.975,407.911078,18.999,1.577,3.743
2024-06-13,448.81,80.523994,2740.65,88.888415,3981.084,331.425243,3236.227,323.6227,3255.854,325.5854,6695.288,341.180718,2753.512,370.003175,1409.998,362.193236,18.052,1.498,3.556
2024-06-14,422.002,75.714192,2534.488,82.201894,3421.764,284.861853,2798.067,279.8067,2802.545,280.2545,5922.243,301.787633,2474.229,332.474522,1355.997,348.321729,18.694,1.552,3.683
2024-06-15,235.894,42.323315,1397.776,45.334535,2267.696,188.785692,1895.463,189.5463,1900.677,190.0677,3431.828,174.880235,1866.866,250.860119,1021.789,262.472049,19.654,1.631,3.872
2024-06-16,393.441,70.589873,2343.654,76.012511,1887.285,157.116476,1549.651,154.9651,1553.032,155.3032,4128.469,210.379899,1649.456,221.64565,844.808,217.010055,19.696,1.635,3.88
2024-06-17,235.351,42.225892,2842.217,92.182571,4059.702,337.970192,3422.729,342.2729,3437.833,343.7833,6124.918,312.115613,2094.527,281.452066,1015.403,260.831646,20.418,1.695,4.022
2024-06-18,145.107,26.034614,2840.698,92.133305,2330.354,194.00197,1790.489,179.0489,1802.018,180.2018,4586.81,233.736193,2444.059,328.420428,1361.281,349.679057,22.223,1.845,4.378
2024-06-19,231.221,41.484901,2608.18,84.591971,3279.814,273.044515,2693.362,269.3362,2716.61,271.661,4315.571,219.914306,1793.743,241.034216,986.512,253.41027,24.053,1.996,4.738
2024-06-20,139.141,24.964214,2749.892,89.188164,3274.499,272.602042,2699.367,269.9367,2708.716,270.8716,4615.973,235.222291,2044.613,274.744872,1069.454,274.715996,24.34,2.02,4.795
2024-06-21,203.423,36.497477,2776.231,90.042425,3407.21,283.650233,2764.135,276.4135,2773.897,277.3897,6557.141,334.140977,2829.382,380.198206,1412.52,362.841075,23.094,1.917,4.55
2024-06-22,196.077,35.179482,1149.144,37.27057,2770.927,230.679673,2307.001,230.7001,2311.853,231.1853,6216.764,316.795932,2195.599,295.033616,1087.235,279.283491,21.87,1.815,4.308
2024-06-23,245.244,44.000861,1465.723,47.538283,3024.071,251.753911,2528.231,252.8231,2540.367,254.0367,5663.973,288.626624,2003.259,269.187928,1070.494,274.983146,21.568,1.79,4.249
2024-06-24,365.668,65.606934,2304.004,74.72653,4130.42,343.857465,3339.881,333.9881,3346.944,334.6944,6829.143,348.001745,3130.929,420.718584,1693.821,435.100269,21.804,1.81,4.295
2024-06-25,376.878,67.618195,2320.475,75.260739,4033.665,335.802611,3266.87,326.687,3274.113,327.4113,6156.436,313.721718,2603.562,349.853644,1352.976,347.54571,23.28,1.932,4.586
2024-06-26,394.474,70.77521,2376.368,77.073535,2526.182,210.304652,2097.385,209.7385,2091.932,209.1932,5561.887,283.424492,2496.436,335.458588,1330.219,341.700006,23.033,1.912,4.538
2024-06-27,314.63,56.449866,1879.645,60.963153,2755.124,229.364073,2294.61,229.461,2304.645,230.4645,7100.578,361.833621,2949.681,396.363384,1575.684,404.753827,22.248,1.847,4.383
2024-06-28,260.42,46.723688,1564.202,50.732285,2647.116,220.372407,2213.807,221.3807,2214.752,221.4752,5865.842,298.913532,2333.733,313.595372,1260.623,323.822533,20.987,1.742,4.134
2024-06-29,77.797,13.958078,467.725,15.169881,2893.601,240.892283,2380.353,238.0353,2385.535,238.5535,4987.298,254.144394,2211.926,297.227556,1072.839,275.585518,21.074,1.749,4.152
2024-06-30,82.096,14.729391,481.063,15.602477,2721.44,226.55988,2175.524,217.5524,2183.604,218.3604,4461.203,227.33547,1879.723,252.587778,1067.805,274.292409,19.991,1.659,3.938
2024-07-01,253.4,45.464183,1497.591,48.571868,2712.095,225.781909,2279.421,227.9421,2286.528,228.6528,4563.308,232.53857,1720.653,231.212747,884.327,227.161498,35.141,2.917,6.923
2024-07-02,292.947,52.559574,1773.984,57.536214,3201.607,266.533783,2664.378,266.4378,2659.776,265.9776,5553.162,282.97988,2157.529,289.917959,1066.789,274.031424,54.825,4.55,10.801
2024-07-03,282.38,50.663678,1753.542,56.873212,3098.159,257.921737,2545.727,254.5727,2546.524,254.6524,5715.915,291.273502,2791.785,375.146109,1538.167,395.116648,52.002,4.316,10.244
2024-07-04,403.438,72.383501,2551.529,82.754591,3313.677,275.86361,2716.052,271.6052,2725.163,272.5163,6473.837,329.895944,2841.763,381.861903,1429.498,367.202299,40.393,3.353,7.957
2024-07-05,424.535,76.168655,2662.336,86.348431,2627.81,218.765182,2207.103,220.7103,2217.36,221.736,6975.144,355.441713,2856.962,383.904269,1572.358,403.899461,34.821,2.89,6.86
2024-07-06,300.314,53.881337,1884.32,61.114779,2546.292,211.978809,2110.36,211.036,2126.385,212.6385,6238.9,317.923946,2392.552,321.499175,1185.666,304.567954,31.155,2.586,6.138
2024-07-07,259.96,46.641157,1621.425,52.588217,2443.891,203.453926,1970.531,197.0531,1971.81,197.181,5328.227,271.517568,2360.566,317.201056,1187.311,304.990513,29.646,2.461,5.84
2024-07-08,369.311,66.260549,2329.503,75.553547,4672.302,388.969141,3916.144,391.6144,3922.11,392.211,7392.859,376.727773,2821.429,379.129522,1352.163,347.336871,27.805,2.308,5.478
2024-07-09,371.578,66.667286,2356.428,76.426815,4676.686,389.334109,3807.502,380.7502,3812.661,381.2661,7976.735,406.481121,3296.408,442.954825,1756.759,451.267468,26.536,2.202,5.228
2024-07-10,407.869,73.178496,2584.149,83.812566,4504.916,375.034257,3679.815,367.9815,3681.714,368.1714,6775.883,345.287705,3229.014,433.898756,1640.814,421.484096,25.09,2.082,4.943
2024-07-11,414.834,74.428134,2620.749,84.999626,3669.133,305.455322,2908.053,290.8053,2906.276,290.6276,7170.242,365.383582,3124.451,419.848103,1615.608,415.009305,24.124,2.002,4.752
2024-07-12,281.399,50.487671,1735.176,56.277542,3213.857,267.553595,2621.684,262.1684,2624.095,262.4095,5073.253,258.524517,2143.543,288.038591,1096.295,281.610778,23.44,1.946,4.618
2024-07-13,69.455,12.461385,420.956,13.653006,3484.403,290.07655,2909.649,290.9649,2911.391,291.1391,5374.788,273.890239,1911.277,256.827847,1067.141,274.121844,22.816,1.894,4.495
2024-07-14,37.577,6.74194,226.788,7.355491,2714.022,225.942331,2280.18,228.018,2278.242,227.8242,6034.577,307.511986,2542.316,341.623712,1301.98,334.446113,21.314,1.769,4.199
2024-07-15,37.686,6.761496,224.631,7.285532,3822.919,318.258007,3105.554,310.5554,3105.344,310.5344,8992.273,458.231245,3187.814,428.362506,1541.081,395.865182,21.247,1.764,4.186
2024-07-16,42.386,7.604755,253.368,8.217569,4802.455,399.804379,3925.154,392.5154,3926.914,392.6914,7793.189,397.127923,3632.921,488.173759,1846.573,474.338439,20.179,1.675,3.975
2024-07-17,38.042,6.825369,226.884,7.358604,4281.542,356.438372,3582.855,358.2855,3598.644,359.8644,9390.307,478.514394,3888.063,522.458466,2019.139,518.666331,20.377,1.691,4.014
2024-07-18,0.0,0.0,0.0,0.0,5051.479,420.535627,3850.895,385.0895,3861.306,386.1306,8684.8,442.562933,3638.667,488.945878,1901.861,488.540544,19.875,1.65,3.915
2024-07-19,38.26,6.864482,223.152,7.237563,4638.193,386.129567,3804.725,380.4725,3810.302,381.0302,7981.054,406.70121,3139.595,421.883078,1676.38,430.620113,18.869,1.566,3.717
2024-07-20,12.902,2.314834,73.472,2.382942,4603.487,383.240293,3696.086,369.6086,3694.018,369.4018,6201.383,316.012142,2878.101,386.744822,1563.141,401.531844,18.355,1.523,3.616
2024-07-21,0.0,0.0,0.0,0.0,3795.812,316.001349,3137.175,313.7175,3141.503,314.1503,7010.552,357.246046,2384.336,320.39515,1116.328,286.756755,18.036,1.497,3.553
2024-07-22,23.824,4.274423,141.686,4.595349,4285.079,356.732827,3559.793,355.9793,3558.336,355.8336,7396.798,376.928498,3159.538,424.562919,1689.251,433.926351,17.803,1.478,3.507
2024-07-23,111.821,20.062551,664.611,21.55555,4830.161,402.110903,4009.929,400.9929,4007.58,400.758,7888.827,402.001476,2735.152,367.53605,1429.138,367.109824,17.966,1.491,3.539
2024-07-24,112.536,20.190834,668.226,21.672797,4621.926,384.77534,3703.406,370.3406,3702.732,370.2732,7194.42,366.615653,3310.231,444.812291,1767.728,454.08513,17.586,1.46,3.464
2024-07-25,139.955,25.11026,1336.112,43.334566,3969.441,330.455963,3209.735,320.9735,3218.148,321.8148,8354.934,425.753512,3373.13,453.264344,1784.683,458.440446,16.53,1.372,3.256
2024-07-26,334.394,59.995857,2126.454,68.967991,3992.162,332.347487,3254.019,325.4019,3254.449,325.4449,6910.13,352.128708,3092.897,415.608034,1600.54,411.138712,16.968,1.408,3.343
2024-07-27,139.708,25.065944,851.109,27.604302,3221.206,268.165399,2680.2,268.02,2677.514,267.7514,5079.153,258.825172,2341.302,314.612456,1199.325,308.076609,16.693,1.386,3.289
2024-07-28,190.497,34.178337,1187.583,38.517275,2384.26,198.489645,1977.387,197.7387,1973.506,197.3506,4132.347,210.577516,1519.88,204.233875,873.286,224.325341,16.936,1.406,3.336
2024-07-29,189.894,34.070149,1177.239,38.181785,3032.359,252.443887,2513.376,251.3376,2515.913,251.5913,4745.407,241.818032,1872.972,251.680612,941.977,241.970342,18.586,1.543,3.661
2024-07-30,152.774,27.410202,937.62,30.410142,2452.465,204.167711,2034.655,203.4655,2032.774,203.2774,6283.734,320.208612,2695.509,362.209022,1355.776,348.26496,22.773,1.89,4.486
2024-07-31,91.849,16.479241,559.17,18.135747,3147.138,261.999238,2550.079,255.0079,2547.618,254.7618,5239.606,267.001589,2279.0,306.240625,1307.248,335.79933,23.393,1.942,4.608
2024-08-01,133.103,23.880897,793.837,25.74678,3095.46,257.697045,2514.914,251.4914,2497.896,249.7896,4150.816,211.518665,1988.35,267.184531,1048.212,269.259457,20.271,1.682,3.993
2024-08-02,184.918,33.177371,1144.455,37.11849,2875.219,239.361982,2428.135,242.8135,2421.828,242.1828,6342.89,323.223103,2394.541,321.766447,1231.046,316.224941,18.946,1.573,3.732
2024-08-03,331.069,59.399296,2031.577,65.890814,2841.449,236.550629,2374.225,237.4225,2364.525,236.4525,7219.648,367.901229,2385.515,320.553578,1233.743,316.917733,18.678,1.55,3.68
2024-08-04,336.167,60.313963,2084.59,67.610202,3554.721,295.930523,2916.613,291.6613,2910.795,291.0795,6163.914,314.102784,2381.316,319.989337,1232.62,316.629262,17.635,1.464,3.474
2024-08-05,230.741,41.398781,1388.069,45.019705,3566.813,296.937182,2877.895,287.7895,2875.737,287.5737,7777.421,396.324412,3600.66,483.838688,1929.964,495.759502,17.39,1.443,3.426
2024-08-06,228.783,41.047483,1370.192,44.439894,4731.945,393.934421,3916.83,391.683,3918.333,391.8333,7203.994,367.103528,3130.307,420.635003,1608.317,413.136429,18.281,1.517,3.601
2024-08-07,227.584,40.832363,1370.873,44.461981,4995.004,415.834083,4024.283,402.4283,4022.491,402.2491,5952.854,303.347518,2432.407,326.854691,1357.622,348.739151,18.348,1.523,3.615
2024-08-08,210.27,37.725943,1275.853,41.380166,3789.419,315.469132,3103.639,310.3639,3094.64,309.464,6316.418,321.874134,2285.465,307.109359,1114.905,286.391222,18.372,1.525,3.619
2024-08-09,212.906,38.198885,1293.949,41.967079,3096.59,257.791117,2518.034,251.8034,2507.263,250.7263,6575.125,335.057411,3254.31,437.297906,1749.248,449.33808,19.853,1.648,3.911
2024-08-10,285.132,51.157433,1736.85,56.331835,2407.23,200.401897,2038.486,203.8486,2025.639,202.5639,5636.617,287.232608,2156.825,289.823359,1185.302,304.474451,19.58,1.625,3.857
2024-08-11,201.193,36.097377,1236.771,40.112606,2172.872,180.891594,1755.958,175.5958,1744.643,174.4643,3459.762,176.303705,1869.527,251.217691,973.677,250.113279,19.266,1.599,3.795
2024-08-12,211.751,37.991659,1334.105,43.269472,2139.496,178.113042,1787.723,178.7723,1772.924,177.2924,4511.229,229.884711,1722.631,231.478541,878.707,225.717861,19.926,1.654,3.925
2024-08-13,180.099,32.312762,1108.174,35.941777,2787.329,232.045139,2258.708,225.8708,2250.804,225.0804,4020.706,204.888477,1429.149,192.041897,830.854,213.425621,20.155,1.673,3.971
2024-08-14,172.525,30.95386,1065.055,34.543284,2584.543,215.163205,2143.984,214.3984,2126.849,212.6849,4591.506,233.975493,2243.852,301.517612,1039.288,266.967105,19.902,1.652,3.921
2024-08-15,0.164,0.029424,1.36,0.044109,1255.064,104.484078,1062.898,106.2898,1049.018,104.9018,3357.143,171.074412,1754.032,235.69805,1037.268,266.448217,20.234,1.679,3.986
2024-08-16,117.177,21.023507,716.535,23.239618,973.863,81.074095,853.1,85.31,844.728,84.4728,4306.625,219.458432,1366.452,183.616987,872.426,224.104429,20.14,1.672,3.968
2024-08-17,280.616,50.347187,1744.013,56.564155,569.664,47.424528,532.151,53.2151,520.273,52.0273,2739.081,139.579003,1230.85,165.395469,759.404,195.071903,20.253,1.681,3.99
2024-08-18,244.375,43.844948,1525.601,49.480326,517.002,43.040416,466.56,46.656,453.475,45.3475,2527.365,128.790308,1488.312,199.991925,759.53,195.104269,20.117,1.67,3.963
2024-08-19,287.89,51.652264,1810.729,58.727977,1604.578,133.581119,1360.417,136.0417,1349.145,134.9145,4131.788,210.54903,1643.255,220.812391,777.137,199.627067,20.225,1.679,3.984
2024-08-20,196.043,35.173382,1219.101,39.539509,2814.615,234.316699,2335.24,233.524,2324.62,232.462,4373.161,222.848996,1710.845,229.894797,664.756,170.759197,19.478,1.617,3.837
2024-08-21,187.122,33.572806,1164.254,37.760638,2088.044,173.829663,1783.594,178.3594,1774.733,177.4733,4800.659,244.633582,1588.24,213.41975,790.779,203.131356,19.632,1.629,3.868
2024-08-22,217.835,39.08323,1351.669,43.839131,1681.343,139.971805,1354.01,135.401,1344.018,134.4018,2296.551,117.028411,1401.167,188.281816,775.506,199.208104,19.142,1.589,3.771
2024-08-23,338.984,60.819379,2167.903,70.312321,894.798,74.491934,817.233,81.7233,808.152,80.8152,1225.873,62.468445,1440.362,193.548644,656.956,168.755572,30.631,2.542,6.034
2024-08-24,294.919,52.913384,1851.336,60.044998,1038.361,86.443553,909.522,90.9522,893.036,89.3036,2322.45,118.348181,1158.13,155.623719,641.338,164.743699,51.528,4.277,10.151
2024-08-25,327.953,58.840234,2044.187,66.299798,201.348,16.762221,258.193,25.8193,254.542,25.4542,2820.307,143.718144,858.468,115.356638,641.547,164.797386,64.956,5.391,12.796
2024-08-26,323.619,58.062642,2011.275,65.232353,1306.511,108.767041,1100.704,110.0704,1087.42,108.742,3545.413,180.668337,1421.133,190.964747,645.137,165.719567,78.798,6.54,15.523
2024-08-27,310.622,55.730764,1928.4,62.54444,1380.071,114.890911,1195.699,119.5699,1178.792,117.8792,3586.33,182.7534,1718.16,230.87775,879.541,225.932094,76.517,6.351,15.074
2024-08-28,290.547,52.128974,1793.945,58.183616,1334.336,111.083472,1147.068,114.7068,1128.995,112.8995,4829.587,246.107704,1989.671,267.362041,663.929,170.546762,60.737,5.041,11.965
2024-08-29,177.521,31.850226,1119.885,36.321604,1728.284,143.879643,1505.672,150.5672,1492.128,149.2128,4386.638,223.535761,1508.797,202.744597,832.976,213.97071,67.737,5.622,13.344
2024-08-30,203.788,36.562964,1269.53,41.17509,2332.554,194.185121,1886.261,188.6261,1864.1,186.41,3687.693,187.918689,1724.679,231.753741,831.294,213.538646,80.14,6.652,15.788
2024-08-31,0.0,0.0,0.0,0.0,2192.79,182.549768,1839.963,183.9963,1817.443,181.7443,6305.586,321.322153,2432.431,326.857916,1262.866,324.398704,91.674,7.609,18.06
2024-09-01,0.0,0.0,0.0,0.0,2203.884,183.473343,1841.265,184.1265,1820.568,182.0568,6361.113,324.151717,2692.512,361.8063,1449.183,372.258883,106.476,8.838,20.976
2024-09-02,135.846,24.373037,831.234,26.959689,2293.855,190.963429,1909.646,190.9646,1888.688,188.8688,6545.424,333.543898,2791.464,375.102975,1427.426,366.670054,145.548,12.08,28.673
2024-09-03,93.854,16.838972,564.6,18.31186,2337.908,194.630841,1966.709,196.6709,1947.344,194.7344,7562.251,385.359707,3284.69,441.380219,1782.295,457.827028,184.789,15.337,36.403
2024-09-04,306.147,54.927874,1816.814,58.925334,2319.702,193.115192,1935.788,193.5788,1918.159,191.8159,8283.37,422.10673,3714.931,499.193853,1868.356,479.933948,164.195,13.628,32.346
2024-09-05,395.391,70.939735,2337.876,75.825112,2490.462,207.330962,2122.764,212.2764,2109.024,210.9024,8350.34,425.519409,3483.972,468.158738,1759.953,452.087927,117.062,9.716,23.061
2024-09-06,177.742,31.889877,1044.053,33.862119,2386.348,198.663471,1945.767,194.5767,1938.046,193.8046,8271.106,421.481777,3505.321,471.027509,1712.668,439.941592,87.933,7.298,17.323
2024-09-07,0.0,0.0,0.0,0.0,2262.504,188.353458,1949.482,194.9482,1936.714,193.6714,5468.112,278.645874,2548.375,342.437891,1420.121,364.793582,92.217,7.654,18.167
2024-09-08,52.794,9.472124,310.22,10.061469,2330.944,194.051088,1945.85,194.585,1930.147,193.0147,4637.73,236.330991,2276.87,305.954406,1265.013,324.950214,113.127,9.39,22.286
2024-09-09,297.607,53.395656,1740.35,56.445352,2135.719,177.798607,1783.733,178.3733,1763.949,176.3949,5670.267,288.947356,2476.596,332.792588,1260.219,323.718756,105.012,8.716,20.687
2024-09-10,295.892,53.087956,1707.984,55.395614,1656.62,137.913615,1412.053,141.2053,1392.373,139.2373,5456.47,278.052617,2171.437,291.786847,1118.972,287.435932,93.895,7.793,18.497
2024-09-11,354.076,63.527136,2063.267,66.918626,1565.007,130.286833,1367.945,136.7945,1349.303,134.9303,5706.744,290.806163,2311.318,310.583356,1320.819,339.285381,87.595,7.27,17.256
2024-09-12,358.525,64.32536,2095.747,67.972061,1413.49,117.673043,1187.86,118.786,1170.62,117.062,4473.657,227.970105,1897.008,254.91045,1054.252,270.810982,72.632,6.028,14.309
2024-09-13,297.268,53.334834,2372.26,76.940299,1571.809,130.853099,1356.292,135.6292,1340.626,134.0626,3797.649,193.521864,1908.07,256.396906,1044.586,268.328029,77.839,6.461,15.334
2024-09-14,453.32,81.333163,2698.504,87.52148,1328.119,110.565907,1136.408,113.6408,1109.793,110.9793,4523.583,230.51425,1782.524,239.526663,975.266,250.521454,83.946,6.968,16.537
2024-09-15,345.866,62.054125,2032.127,65.908652,1315.158,109.486903,1145.897,114.5897,1128.2,112.82,4533.924,231.041211,1805.936,242.67265,1043.435,268.032366,75.129,6.236,14.8
2024-09-16,455.349,81.6972,2702.047,87.636391,1507.599,125.507617,1346.138,134.6138,1328.816,132.8816,4740.538,241.569916,2527.585,339.644234,1253.237,321.925254,70.082,5.817,13.806
2024-09-17,432.167,77.537963,2618.812,84.936803,2684.372,223.473969,2167.678,216.7678,2150.721,215.0721,5453.252,277.888633,2008.191,269.850666,1058.382,271.871876,65.426,5.43,12.889
2024-09-18,377.537,67.73643,3309.513,107.338538,1580.186,131.550484,1381.044,138.1044,1359.92,135.992,5783.757,294.730617,2496.98,335.531688,1287.947,330.841386,58.854,4.885,11.594
2024-09-19,407.192,73.057031,2397.412,77.756063,1055.636,87.881697,899.25,89.925,881.197,88.1197,2010.299,102.441487,1610.632,216.428675,1139.943,292.822858,55.063,4.57,10.847
2024-09-20,256.107,45.949864,2650.968,85.979729,640.921,53.356673,591.332,59.1332,582.009,58.2009,3247.263,165.47511,1517.54,203.919437,736.942,189.301976,55.87,4.637,11.006
2024-09-21,120.765,21.667254,688.749,22.338426,964.846,80.32343,864.471,86.4471,847.262,84.7262,2676.067,136.367914,1303.337,175.135909,708.592,182.01957,53.948,4.478,10.628
2024-09-22,12.128,2.175965,68.214,2.212407,1046.7,87.137775,905.856,90.5856,888.232,88.8232,2248.013,114.554996,1460.52,196.257375,712.151,182.933788,52.26,4.338,10.295
2024-09-23,219.816,39.438654,1240.515,40.234037,981.757,81.73127,893.316,89.3316,868.012,86.8012,4433.681,225.932994,1671.2,224.5675,712.075,182.914266,54.506,4.524,10.738
2024-09-24,268.587,48.188984,1539.462,49.929884,1290.345,107.421221,1109.092,110.9092,1091.808,109.1808,3938.544,200.701638,1385.636,186.194838,712.957,183.140829,60.305,5.005,11.88
2024-09-25,382.772,68.675676,2198.232,71.295991,2126.883,177.06301,1838.545,183.8545,1819.546,181.9546,5050.941,257.387535,1972.33,265.031844,897.364,230.510378,61.207,5.08,12.058
2024-09-26,380.212,68.21637,2223.654,72.120511,1422.652,118.435779,1154.751,115.4751,1137.46,113.746,3610.693,183.994897,1616.011,217.151478,1022.028,262.533442,71.082,5.9,14.003
2024-09-27,415.586,74.563055,2489.584,80.745508,1929.309,160.614974,1636.578,163.6578,1614.026,161.4026,5562.803,283.47117,2487.731,334.288853,974.468,250.316467,99.26,8.239,19.554
2024-09-28,293.902,52.730917,2330.443,75.584035,1320.537,109.934705,1139.9,113.99,1122.254,112.2254,2962.553,150.966763,1236.352,166.1348,734.72,188.7312,96.695,8.026,19.049
2024-09-29,41.828,7.50464,2588.019,83.938083,1199.436,99.853047,1047.573,104.7573,1037.063,103.7063,2982.127,151.964222,1214.111,163.146166,684.057,175.717142,71.137,5.904,14.014
2024-09-30,0.0,0.0,3431.94,111.309254,2040.891,169.904176,1713.599,171.3599,1702.029,170.2029,6583.998,335.509565,2987.596,401.458213,1319.389,338.918049,59.866,4.969,11.794
2024-10-01,0.0,0.0,3694.163,119.81402,1431.461,119.169128,1245.873,124.5873,1239.92,123.992,4781.932,243.679285,1791.02,240.668313,1067.296,274.16166,53.445,4.436,10.529
2024-10-02,0.0,0.0,3796.964,123.148199,1972.632,164.221614,1692.63,169.263,1688.363,168.8363,3330.496,169.716525,1339.022,179.931081,860.797,221.117229,56.049,4.652,11.042
2024-10-03,0.0,0.0,3802.172,123.317112,2127.864,177.144678,1768.2,176.82,1761.774,176.1774,5630.399,286.915749,2425.25,325.892969,1036.585,266.272772,78.228,6.493,15.411
2024-10-04,0.0,0.0,3802.726,123.33508,2489.235,207.228814,2151.404,215.1404,2143.081,214.3081,5875.621,299.411853,3340.56,448.88775,1671.313,429.318527,111.759,9.276,22.017
